                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15    | Core 16    | Core 17    | Core 18    | Core 19    | Core 20    | Core 21    | Core 22    | Core 23    | Core 24    | Core 25    | Core 26    | Core 27    | Core 28    | Core 29    | Core 30    | Core 31    | Core 32    | Core 33    | Core 34    | Core 35    | Core 36    | Core 37    | Core 38    | Core 39    | Core 40    | Core 41    | Core 42    | Core 43    | Core 44    | Core 45    | Core 46    | Core 47    | Core 48    | Core 49    | Core 50    | Core 51    | Core 52    | Core 53    | Core 54    | Core 55    | Core 56    | Core 57    | Core 58    | Core 59    | Core 60    | Core 61    | Core 62    | Core 63   
  Instructions                       |  166179472 |          0 |          0 |          0 |          0 |          0 |          0 |  656781847 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |  659110640 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  Cycles                             |  830220800 |  830220800 |  830220800 |  830220800 |  830220800 |  830220800 |  830220800 |  830220800 |  830220800 |  830220800 |  830220800 |  830220800 |  830220800 |  830220800 |  830220800 |  830220800 |  830220800 |  830220800 |  830220800 |  830220800 |  830220800 |  830220800 |  830220800 |  830220800 |  830220800 |  830220800 |  830220800 |  830220800 |  830220800 |  830220800 |  830220800 |  830220800 |  830220800 |  830220800 |  830220800 |  830220800 |  830220800 |  830220800 |  830220800 |  830220800 |  830220800 |  830220800 |  830220800 |  830220800 |  830220800 |  830220800 |  830220800 |  830220800 |  830220800 |  830220800 |  830220800 |  830220800 |  830220800 |  830220800 |  830220800 |  830220800 |  830220800 |  830220800 |  830220800 |  830220800 |  830220800 |  830220800 |  830220800 |  830220800
  IPC                                |       0.20 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.79 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.79 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Time (ns)                          |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200
  Idle time (ns)                     |  187032879 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |   21169988 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |   21036738 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200 |  207555200
  Idle time (%)                      |      90.1% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |      10.2% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |      10.1% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   20215370 |          0 |          0 |          0 |          0 |          0 |          0 |   75096081 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |   75242502 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num incorrect                      |      61521 |          0 |          0 |          0 |          0 |          0 |          0 |   13406016 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |   13382269 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  misprediction rate                 |      0.30% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |     15.15% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |     15.10% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
